instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,vehicle_read_status,vehicle_read_error,event_index_in_session,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,manual_label_match_type,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000546280,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,546.28,546.28,563.28,17.0,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,1,2,allraw_nonsteering_seed__byx__2025_09_28_17_05_51__00053;allraw_nonsteering_seed__byx__2025_09_28_17_05_51__00054,ay;roll_rate,medium;extreme,2.29687,16.704595,ok,,27,2601,3401,7.10385,7.10385,8.93347,0.066788,0.322989,3.41473,0.25247044,89.306503,-0.335627,0.102975,0.102975,72.16,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,0,0.923096,13.613333,1,weak,curve,secondary,4.365,old_v400_context__byx__2025_09_28_17_05_51__00091,ok,differentmu_road,mu1,14284.160724,0.0,1124.792092,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,91.76,hybrid_accept_high,base_dynamic_score=72.16; ay_support=+8.0; yaw_rate_support=+5; lateral_support=+1.1; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000028810,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,28.81,28.81,37.12,8.31,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,3,3,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00006;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00007;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00008,roll_rate;roll_rate;roll_rate,medium;strong;medium,0.182383,3.647661,ok,,3,2600,1663,4.14501,4.14501,4.14501,0.182383,0.159653,2.499398,0.0,124.756,-0.060912,0.645597,-0.645597,60.01,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,1,1.504001,17.686,2,medium_active,straight,secondary,0.08,old_v400_context__byx__2025_09_28_17_15_52__00004,ok,middle_section,section1,594.624693,-0.0,2.21602,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,87.12,hybrid_accept_high,base_dynamic_score=60.01; ay_support=+4.3; yaw_rate_support=+5; post_steering_response=+0.8; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,58.865,58.865,69.03,10.165,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,2,3,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00011;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00012;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00013,roll_rate;roll_rate;ay,extreme;medium;weak,1.52725,7.986145,ok,,5,2601,2034,5.97524,5.97524,5.97524,0.399307,0.284063,3.13989,0.0,116.815,0.048869,1.991069,-1.991069,81.69,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,2,5.075768,49.333333,4,extreme_active,straight,secondary,0.065,old_v400_context__byx__2025_09_28_17_15_52__00009,ok,middle_section,section2,1652.516895,0.0,6.152093,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=81.69; ay_support=+8.0; roll_rate_support=+2.7; yaw_rate_support=+5; lateral_support=+0.8; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.2
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000087445,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,87.445,87.445,96.875,9.43,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00015,roll_rate,extreme,0.398175,7.963492,ok,,7,2601,1887,5.89408,5.89408,5.89408,0.398175,0.271397,2.676859,0.0,125.36,-0.216421,1.071629,-1.071629,80.01,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,3,5.366819,19.953333,4,extreme_active,straight,secondary,0.075,old_v400_context__byx__2025_09_28_17_15_52__00012,ok,middle_section,section2,2615.516895,0.0,4.058519,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=80.01; ay_support=+7.8; roll_rate_support=+2.7; yaw_rate_support=+5; lateral_support=+0.2; post_steering_response=+2.6; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.4
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000103710,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,103.71,103.71,110.15,6.44,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,2,3,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00016;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00017;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00018,ay;roll_rate;ay,medium;medium;weak,2.22961,2.623671,ok,,8,2601,1289,2.87277,-2.87277,2.87277,0.131184,0.103905,2.99361,9e-08,132.419,-0.084998,0.476998,-0.476998,49.23,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,0,1.241892,15.242,1,weak,straight,secondary,0.115,old_v400_context__byx__2025_09_28_17_15_52__00016,ok,curve1,curve1,3177.141588,0.0,3.467179,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,65.18,hybrid_accept_medium,base_dynamic_score=49.23; ay_support=+1.7; lateral_support=+0.6; post_steering_response=+0.1; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,131.145,131.145,150.435,19.29,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,3,3,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00019;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00020;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00021,ay;roll_rate;roll_rate,extreme;extreme;weak,6.60438,28.187634,ok,,9,2600,3859,6.60438,-6.60438,13.8689,0.198095,0.274725,3.190598,0.01090517,94.22245,-0.266512,1.926848,-1.926848,75.98,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,3,2.866843,23.038,3,strong_active,curve,secondary,0.04,old_v400_context__byx__2025_09_28_17_15_52__00019,ok,curve1,curve1,4177.140184,-0.00729802,3.68597,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=75.98; ay_support=+8.0; yaw_rate_support=+5; lateral_support=+0.8; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.8; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000164040,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,164.04,164.04,201.975,37.935,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,4,4,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00022;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00023;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00024;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00025,roll_rate;roll_rate;roll_rate;roll_rate,extreme;extreme;strong;extreme,0.534546,10.690929,ok,,10,2601,7588,5.827,5.827,7.32192,0.492143,0.301773,2.86041,0.0001598,125.058,-0.151844,0.982272,0.982272,82.98,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,4.118289,18.733333,4,extreme_active,straight,secondary,0.12,old_v400_context__byx__2025_09_28_17_15_52__00029,ok,middle_section,section3,4712.57442,0.0,280.735824,0.0,low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=82.98; ay_support=+7.7; roll_rate_support=+3.3; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+2.2; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.6
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000204695,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,204.695,204.695,213.44,8.745,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,2,3,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00026;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00027;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00028,ay;ay;ay,medium;medium;weak,3.21589,2.473761,ok,,11,2601,1750,3.21589,3.21589,3.21589,0.096666,0.120578,3.11329,0.0,126.858,-0.112748,0.571596,-0.571596,50.9,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,0,1.071437,15.009333,1,weak,straight,secondary,2.61,old_v400_context__byx__2025_09_28_17_15_52__00044,ok,fix_road,fix_road,6266.199113,-0.0,284.008497,0.0,low,design_special_event_segment,0,none,,,,,nearest_or_exact,69.07,hybrid_accept_medium,base_dynamic_score=50.90; ay_support=+2.4; yaw_rate_support=+5; lateral_support=+0.7; post_steering_response=+0.5; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; design_special_segment=+4
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,216.345,216.345,230.84,14.495,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00029;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00030,roll_rate;roll_rate,extreme;strong,0.263787,5.275739,ok,,12,2601,2900,3.93879,3.93879,4.439,0.263787,0.195241,3.14715,0.0,105.803,-0.062134,0.693244,-0.693244,62.07,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,3.927055,43.982273,3,strong_active,straight,secondary,0.88,old_v400_context__byx__2025_09_28_17_15_52__00046,ok,fix_road,fix_road,6649.199113,0.0,281.376996,0.0,low,design_special_event_segment,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=62.07; ay_support=+3.9; yaw_rate_support=+5; lateral_support=+0.8; post_steering_response=+1.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+2.5; design_special_segment=+4
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000263965,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,263.965,263.965,284.705,20.74,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00031;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00032,ay;roll_rate,strong;extreme,4.49432,5.749747,ok,,13,2601,4149,6.09988,-6.09988,6.09988,0.241397,0.285065,3.18912,0.00816531,103.499,-0.085347,1.152617,1.152617,76.79,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,1,2.294649,22.223333,3,strong_active,curve,secondary,0.095,old_v400_context__byx__2025_09_28_17_15_52__00052,ok,middle_section,section4,8261.25558,-0.0,279.648569,0.0,low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=76.79; ay_support=+8.0; yaw_rate_support=+5; lateral_support=+0.8; post_steering_response=+2.9; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.4; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000287425,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,287.425,287.425,306.315,18.89,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,3,5,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00033;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00034;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00035;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00036;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00037,ay;ay;roll_rate;ay;roll_rate,weak;weak;extreme;weak;medium,1.70178,19.104614,ok,,14,2601,3779,6.5769,-6.5769,7.50404,0.732369,0.462711,3.21525,0.00108097,124.149,-0.125664,0.288503,0.288503,91.39,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,1,2.96155,18.2678,4,extreme_active,straight,secondary,1.16,old_v400_context__byx__2025_09_28_17_15_52__00058,ok,curve2,curve2,8815.880274,0.0,353.98697,0.0,low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=91.39; ay_support=+8.0; roll_rate_support=+4.9; yaw_rate_support=+5; lateral_support=+0.9; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+1.9; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000319770,vehicle_instability_all_raw_rescreen_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,319.77,319.77,337.25,17.48,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,6,4,6,allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00038;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00039;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00040;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00041;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00042;allraw_nonsteering_seed__byx__2025_09_28_17_15_52__00043,ay;roll_rate;roll_rate;ay;roll_rate;ay,weak;extreme;medium;weak;medium;weak,1.86847,11.774438,ok,,15,2601,3497,6.15962,-6.15962,6.15962,0.588722,0.406753,3.22756,0.0,122.161,-0.173311,0.297753,-0.297753,87.45,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,1,4.222199,15.533467,4,extreme_active,straight,secondary,0.655,old_v400_context__byx__2025_09_28_17_15_52__00066,ok,curve2,curve2,9565.880273,-0.00041236,991.400551,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=87.45; ay_support=+8.0; roll_rate_support=+3.9; yaw_rate_support=+5; lateral_support=+0.9; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.6; curve_context_kept_because_dynamic_response_is_strong
